empid,name,salary,salary_date
1467,Amanda Khan,113326.46,2025-08-19
1468,Melanie Tran,99633.59,2025-02-09
1469,Lynn Farley,41149.1,2025-04-13
1470,Michael Scott,31568.08,2025-04-02
1471,Tina Tran,116190.4,2025-03-19
1472,Larry Anderson,85811.11,2025-07-17
1473,James Tyler,61494.43,2025-04-07
1474,Victoria Dean,78162.15,2024-10-27
1475,Cristina Waters,69809.3,2024-10-13
1476,Yvonne Brown,57596.94,2025-05-03
1477,Matthew Olson,63256.47,2024-11-18
1478,Andrea Padilla,34448.33,2025-01-05
1479,Melissa Hernandez,80395.31,2025-01-08
1480,Thomas Robinson,147992.02,2025-08-24
1481,Terry Hull,130111.03,2025-09-23
1482,Mr. Mark Fuller,38783.44,2024-12-15
1483,Ashley Williams,131643.42,2025-02-25
1484,Robert Jordan,133827.44,2025-06-07
1485,David Keith,108961.22,2025-06-26
1486,Zachary Roberts,144094.26,2025-05-24
1487,Amy Clark,138161.29,2025-01-03
1488,Lauren Davidson,32489.59,2024-10-20
1489,Christopher Ponce,57826.03,2024-10-15
1490,Tim Sheppard,126833.41,2025-01-13
1491,Tony Williams,83955.76,2025-06-02
1492,Timothy Chan,70162.13,2025-05-13
1493,Jonathan Carr,115998.86,2025-03-31
1494,Amy Robinson,118024.39,2024-12-16
1495,Chris Bailey,97816.74,2025-02-12
1496,Matthew Schmidt,112366.55,2025-06-04
1497,Lisa Cruz,86003.66,2025-01-02
1498,Margaret Salinas,55495.8,2025-04-20
1499,Mason Ross,140005.39,2024-10-16
1500,Kerry Sanders,47868.17,2025-08-28
1501,Jonathan Griffin PhD,69530.6,2025-07-31
1502,David Nichols,131127.22,2025-03-09
1503,Monica Caldwell,92019.48,2025-04-04
1504,Sean Collins,69765.04,2024-10-26
1505,Brent Christensen,100902.99,2025-04-21
1506,Angel Acosta,108380.34,2024-12-26
1507,Sean Hughes,121214.79,2025-10-06
1508,Melissa Le,118964.22,2025-04-15
1509,Anna Bailey,52823.55,2025-07-14
1510,Kevin King,59336.02,2025-07-17
1511,Jeffrey Munoz,72103.4,2025-05-19
1512,Jade Greer,73465.64,2024-12-28
1513,Katherine Weaver,106251.81,2025-01-14
1514,Lori Ray,124476.55,2024-12-31
1515,Andrew Wiley,141785.31,2025-08-22
1516,Michael Clark,107146.11,2024-12-23
1517,Alyssa Rodriguez,115787.82,2025-01-08
1518,Alexandra Sawyer,83870.67,2025-09-14
1519,Alexander Hodges,146983.43,2025-09-05
1520,Meghan Meyers,69952.05,2024-10-14
1521,Calvin Stewart,133387.39,2025-03-07
1522,William White,54515.63,2025-06-10
1523,Mary Johnson,129412.74,2024-12-10
1524,Karen Glover,138914.1,2025-03-11
1525,Jacob Wright,58747.39,2024-11-21
1526,Christine Sandoval,109061.49,2025-04-13
1527,Jeremy Anthony,131287.84,2024-10-25
1528,Deborah Hughes,120254.68,2024-12-01
1529,Robin Williams,113083.55,2025-05-24
1530,Andres Gutierrez Jr.,137967.85,2025-01-19
1531,Zachary Davis,109172.23,2025-01-04
1532,Kimberly Benson,57906.29,2025-10-08
1533,Stephen Hines,55207.28,2024-12-17
1534,Rachel Thompson,34199.09,2024-11-24
1535,Thomas Craig,93306.37,2025-09-22
1536,Ethan Malone,62903.59,2025-01-18
1537,Dr. Vernon Brown,38683.29,2025-08-19
1538,Antonio Yates Jr.,121961.62,2025-06-06
1539,Melissa Christian,70678.06,2025-02-13
1540,Jennifer Rose,60470.61,2025-08-12
1541,Stephen Taylor,115592.12,2024-12-15
1542,Bruce Michael,136321.15,2025-04-30
1543,Susan Castro,49368.63,2025-07-25
1544,Patricia Wheeler,122280.69,2025-05-02
1545,Kenneth Cowan,57847.59,2025-04-27
1546,James Crawford,37330.41,2025-06-09
1547,Jennifer Williams,83944.51,2025-04-29
1548,Patricia Turner,69241.11,2025-05-24
1549,Kenneth Chandler,65727.15,2025-04-04
1550,Jane Ayala,136470.74,2025-07-17
1551,James Mcmahon,55088.5,2024-12-17
1552,Sara Bailey,80346.61,2024-11-11
1553,Kevin Paul,69488.32,2025-05-04
1554,Rachel Ward,134780.95,2025-01-27
1555,Renee Hoffman,48527.36,2024-12-08
1556,Nancy Prince,136442.88,2024-12-19
1557,Joshua Vincent,89953.51,2025-04-21
1558,Courtney Potts,85698.99,2025-01-16
1559,Jessica Long,122765.24,2025-07-18
1560,Alan Garcia,124146.95,2025-04-30
1561,David Brown,51388.48,2025-06-28
1562,Larry Jones,49065.39,2025-08-11
1563,Robert Brown,89047.29,2025-07-08
1564,Michelle Simon,76577.37,2025-06-15
1565,Eric Peterson,149777.88,2025-04-23
1566,Aaron Woods,123281.22,2024-11-06
1567,Michael Moreno,78665.47,2025-02-12
1568,Gary Trevino IV,125543.77,2025-05-28
1569,Gary Levy,41554.07,2025-02-28
1570,Cristina Lynch,60477.15,2025-01-16
1571,Bradley Benson,48900.05,2025-01-15
1572,Lisa Mccoy,144892.98,2025-06-07
1573,Elizabeth Humphrey,97893.26,2025-03-26
1574,Steve Juarez,124461.07,2024-12-15
1575,Brian Little,57838.3,2024-10-30
1576,Jeremy Nguyen,70173.84,2025-01-08
1577,Steven Flores,58128.8,2025-03-28
1578,Aaron Reed,85801.53,2025-05-04
1579,Terry Williams,92225.71,2025-04-17
1580,Daniel Daniels,78495.17,2025-05-05
1581,Jeremy Gonzalez,120997.94,2025-05-18
1582,Aaron Garcia,56765.83,2025-08-29
1583,Mark Cook,89941.52,2024-11-24
1584,Tiffany Flowers,141502.1,2024-11-18
1585,Frederick Lester,138313.18,2025-04-11
1586,Richard Smith,149632.76,2025-03-12
1587,Andrea Bennett,132489.6,2025-02-25
1588,James Wright,58320.15,2025-08-07
1589,Jason Brown,83338.83,2024-10-22
1590,John Martin,91708.1,2025-01-09
1591,Mary Davis,93974.42,2025-06-22
1592,Clayton Knight,99715.87,2024-11-16
1593,James Nelson,92700.68,2024-12-07
1594,Anne Webb,60129.55,2025-03-10
1595,Megan Johnson,106994.73,2025-04-04
1596,Deborah Coleman,110330.74,2025-08-14
1597,Robin Hill,70736.28,2025-07-13
1598,William Gonzalez,127486.16,2025-05-01
1599,Corey Gray,57385.92,2025-03-18
1600,Stephen Daniels,58358.29,2025-09-26
1601,Katrina Harper,129396.75,2025-03-24
1602,Julie Herman,88890.38,2024-11-17
1603,Phillip Martin,144314.16,2025-10-08
1604,Molly Jenkins,34957.8,2024-11-26
1605,Melissa Russell,33325.23,2025-10-12
1606,Madison Davidson,136555.11,2025-07-21
1607,Richard Shaw,76179.8,2025-04-22
1608,Christine Gallagher,102718.79,2025-01-20
1609,Robert Hughes,44058.5,2025-09-05
1610,Douglas Collins,122861.52,2024-10-21
1611,Crystal Thompson,46715.18,2025-04-24
1612,Mary Young,33530.48,2025-08-09
1613,Donna Bentley,130042.3,2025-08-17
1614,Kaitlin Baird,42091.41,2025-07-02
1615,Tamara Ramirez,129824.49,2025-03-19
1616,William Mathis,57819.12,2025-07-04
1617,Jennifer Aguilar,114901.21,2025-10-01
1618,Kenneth Farmer,64766.96,2025-01-18
1619,Nicole Thompson,138314.18,2025-07-23
1620,Eric Castro,85268.58,2025-05-02
1621,Todd Savage,96893.1,2025-01-05
1622,Tammy Gonzales,145199.99,2025-06-15
1623,Timothy Moody,101029.85,2025-05-18
1624,Joshua Young,126340.15,2024-12-13
1625,Brian Parker,86568.6,2025-08-30
1626,Traci Ortiz,50126.86,2024-12-23
1627,Cynthia Stuart,47219.19,2025-06-10
1628,Michael Davidson,88223.62,2025-06-18
1629,Mitchell Brewer,122019.0,2025-07-20
1630,Traci Perez DVM,32867.11,2025-09-18
1631,Luis Anderson,127774.33,2025-04-12
1632,Douglas Chapman,118612.58,2025-05-10
1633,Danielle Schmitt,109744.23,2025-05-05
1634,Melissa Williams,77967.85,2024-11-01
1635,Taylor Ramos,42701.77,2025-10-09
1636,Lisa Ramirez,98479.05,2024-11-25
1637,Shelley May,109354.84,2025-06-08
1638,Karen Patrick,41662.02,2025-02-14
1639,Mark Smith,73585.94,2025-03-26
1640,Victor Miller,66443.44,2025-01-27
1641,Luis Dickerson,133384.1,2025-02-21
1642,Sean Boyd,145871.77,2025-02-12
1643,Joseph Wood,54746.44,2024-12-14
1644,Catherine Jones,101362.38,2025-05-08
1645,Timothy Khan,75185.91,2025-07-31
1646,Brenda Fuentes,94135.38,2024-12-06
1647,Erika Bullock,148167.36,2025-08-09
1648,Raymond Galloway,128239.24,2025-08-23
1649,Corey Robinson,66220.23,2025-09-18
1650,Margaret Fuentes,101413.45,2024-12-04
1651,Sherry Hawkins,52834.71,2025-03-29
1652,Dennis Riley,147017.49,2025-08-20
1653,Jordan Banks,82388.73,2025-02-05
1654,Nicholas Huynh,58563.73,2025-01-13
1655,Alisha Hernandez,54158.69,2024-11-15
1656,Terri West,54537.7,2024-10-31
1657,Matthew Navarro,104764.87,2024-12-18
1658,Laurie Griffin,81142.45,2024-11-22
1659,Danielle Rangel,94526.76,2025-10-01
1660,Stephen Perez,71924.93,2025-07-22
1661,Michelle Alexander,134017.86,2025-04-28
1662,Nathan Rodriguez,61989.12,2025-04-21
1663,Ashley Williams,54689.15,2025-06-29
1664,Miguel Wade,74053.65,2024-11-17
1665,Paula Spence,59796.14,2025-07-04
1666,Wendy Baxter,55231.78,2024-12-23
1667,Susan Peterson,125653.47,2025-01-17
1668,Aaron Jones,139132.65,2025-07-25
1669,Joseph Brooks,110122.0,2025-01-07
1670,Misty Park,97212.57,2025-07-29
1671,Robert Kramer,36064.98,2025-06-26
1672,Wayne Daniel,108841.49,2025-05-23
1673,Kristen Kennedy,77096.97,2025-07-10
1674,Brenda Martin,42640.79,2024-11-14
1675,Mark Campos,92509.33,2025-08-07
1676,Bradley Harris,51371.24,2025-09-28
1677,Dominique Miller,120613.89,2025-07-05
1678,Andrew Alvarez,59791.9,2025-09-11
1679,Robert Nunez,71603.42,2025-05-08
1680,Kevin Gonzalez,53248.86,2025-06-30
1681,Carolyn Green,47330.55,2025-07-14
1682,Shelly Marquez,50554.33,2025-04-29
1683,Laura Griffin,93563.13,2025-04-23
1684,Eric Fisher,104790.88,2025-02-28
1685,Ashley Smith,85704.54,2025-08-06
1686,Megan Walters,36238.25,2024-11-02
1687,Kimberly Bryant,58942.56,2025-01-26
1688,Brenda Murphy,111402.48,2025-06-05
1689,Katherine Oconnell,101628.54,2025-06-03
1690,Lauren Hernandez,139080.03,2024-12-25
1691,Philip Morris MD,148908.86,2025-05-12
1692,Dana Taylor,64384.52,2025-07-05
1693,Megan Franklin,146223.01,2025-01-30
1694,Kristopher Montoya,85686.71,2025-01-24
1695,Rita Wang,88500.69,2025-01-25
1696,Derrick Banks,115979.65,2025-01-09
1697,Dr. Robert Mejia MD,32232.52,2024-11-29
1698,Shawn Dennis,108380.43,2025-03-19
1699,David Golden,72434.47,2025-05-04
1700,Richard Hansen,122614.32,2025-05-01
1701,Tina Jones,117334.6,2024-12-11
1702,Brianna Matthews,82076.27,2025-09-22
1703,Alan Walls,75683.37,2024-11-06
1704,Jason Wilson,52234.34,2025-10-03
1705,Robin Butler,89523.72,2025-01-31
1706,Amber Kirk,78876.18,2025-01-13
1707,Robert Adams,49638.38,2025-10-10
1708,Daniel Smith,87716.68,2025-06-17
1709,Joseph Lane,71367.32,2025-08-02
1710,Johnny Dunn,41537.21,2025-09-12
1711,Anna Mason,74782.99,2025-08-31
1712,Heather Taylor,145259.07,2025-05-29
1713,Janice Murray,105850.67,2024-11-07
1714,Manuel Lopez,45304.72,2025-09-01
1715,Katie Olsen,106465.64,2025-06-30
1716,Adam Mcmillan,83273.34,2025-08-08
1717,Courtney Rojas,87129.54,2025-08-20
1718,Stephanie Webster,79166.38,2024-12-12
1719,Harold Vasquez,99574.18,2025-03-01
1720,Kathy Garcia,82264.54,2025-08-09
1721,Kyle Jones,97784.53,2025-07-13
1722,William Hanson,33272.97,2025-05-19
1723,Marcia Johnson,35504.7,2025-02-22
1724,Debbie Grimes,117903.61,2025-04-26
1725,Stephen Jimenez,34305.04,2025-09-22
1726,Samuel Grant,32358.58,2025-10-11
1727,Emily Burns,48454.47,2025-06-30
1728,William Robinson,90152.37,2024-11-27
1729,Karen Martinez,58968.18,2025-08-24
1730,Devin Ferguson,120446.3,2025-06-27
1731,Annette Robinson,129353.31,2025-09-12
1732,Angel Smith,38400.3,2024-12-29
1733,Ryan Dalton,135513.03,2025-02-08
1734,Zachary Walter,134037.28,2024-11-14
1735,Jerry Mack,53747.98,2025-09-19
1736,Kevin Andrade,92476.63,2025-09-10
1737,Sandra Kelly,81281.9,2025-04-12
1738,Jessica Cummings,114639.71,2025-08-31
1739,Mary Li,60808.45,2025-06-16
1740,Teresa Mcbride,139745.13,2024-12-10
1741,Kathleen Jimenez,35690.07,2025-07-05
1742,Erica Willis,68666.14,2024-12-01
1743,Erin Flores,148100.93,2025-07-14
1744,Robert Knapp,53037.04,2024-12-03
1745,Brett Herrera,103544.22,2025-03-11
1746,David Hahn,135861.07,2024-11-07
1747,Stephanie Thomas,138275.93,2024-12-17
1748,David Morales,122724.97,2025-01-25
1749,Kerry Watkins,58412.64,2025-07-10
1750,Joe Peterson,87737.3,2025-08-21
1751,Thomas Rivera,68829.84,2025-02-21
1752,Carrie Mccormick,118699.68,2025-06-08
1753,George Carroll,95916.47,2025-05-05
1754,Daniel Jones,76291.8,2025-08-26
1755,Henry Dean,64603.06,2025-08-30
1756,Daniel Martin,117311.58,2025-02-07
1757,David Jennings,148279.52,2025-07-15
1758,Joseph Harvey,57151.02,2024-10-26
1759,Donna Solomon,57467.34,2025-04-16
1760,Rebecca Davenport,54416.5,2024-10-20
1761,Jack Butler,145395.08,2025-06-28
1762,Stacey Hansen,55776.85,2024-12-04
1763,Amber Blackwell,98574.03,2024-11-10
1764,Yolanda Hart,124177.32,2025-09-03
1765,Taylor Johnson,94254.71,2025-03-02
1766,Kimberly Skinner,86945.08,2024-12-25
1767,Brian Ware,52389.31,2024-10-22
1768,Jody Garcia,72607.19,2025-01-22
1769,Manuel Robinson,90191.44,2025-04-16
1770,Mark Joyce,141509.05,2025-05-23
1771,Jorge Lang,120337.0,2025-01-14
1772,Michele Baker,110210.07,2025-08-28
1773,Mark Smith,44595.06,2025-03-27
1774,Thomas Lloyd,38187.28,2024-10-29
1775,Albert Johnson,75277.16,2025-07-23
1776,Sophia Lester,102748.89,2025-08-30
1777,Amy Lopez,99681.77,2024-11-09
1778,Henry Smith,96385.46,2024-11-15
1779,Charles Taylor,139202.87,2025-02-21
1780,Cheyenne Alvarez,62254.75,2025-10-04
1781,Kevin Davis,73419.09,2025-08-03
1782,Edward Odonnell,107842.06,2025-10-05
1783,Dr. Jean Coleman,43399.43,2025-08-15
1784,Maurice Chapman,107759.9,2025-09-09
1785,Ashley Ochoa,116791.85,2025-07-30
1786,Lisa Morris,145384.71,2024-12-30
1787,Joseph Morales,116001.82,2025-02-28
1788,Tyler Hansen,115642.79,2025-04-11
1789,Rachel Reyes,128535.92,2024-11-28
1790,Roberto Best,101050.8,2025-04-05
1791,Christian Ortiz,78803.96,2025-05-12
1792,Christopher Rogers,55093.81,2025-01-14
1793,Nancy Villegas,135344.93,2025-10-03
1794,Mark Ellison,81947.74,2024-12-31
1795,Misty Martin,76704.3,2025-05-09
1796,Erica Burton,64341.71,2025-04-05
1797,Mark Moore,136586.0,2024-10-19
1798,Christina Scott,80468.81,2025-07-25
1799,Jennifer Berry,114449.77,2025-04-17
1800,Karen Glenn,113002.09,2025-06-01
1801,Christopher Johnson,82985.07,2025-01-28
1802,John Lopez,111548.95,2025-01-05
1803,James Simpson,109005.65,2025-09-20
1804,Randall Edwards,109352.32,2025-04-05
1805,Misty Hill,53970.62,2025-08-19
1806,Daniel Stewart,143675.56,2025-07-02
1807,Madison Hernandez,58604.95,2025-09-28
1808,Stacey Robbins,142145.79,2025-03-26
1809,Alexis Kaufman,104504.54,2024-11-17
1810,Charles Huffman,133765.33,2025-04-01
1811,Angela Faulkner,113831.01,2025-09-02
1812,Sierra Shah,34601.65,2024-11-22
1813,Melissa Brown,107025.62,2025-03-20
1814,Teresa Campbell,125845.69,2025-09-16
1815,Jason Moon,124615.94,2025-07-27
1816,Brian Horne,53079.68,2024-11-23
1817,April Lawson,31312.36,2024-12-03
1818,Michelle Adams,129122.31,2025-01-10
1819,Aaron Suarez,76550.22,2025-07-05
1820,Kevin Moore,39573.74,2025-08-13
1821,Harry Ramos,121963.54,2025-04-15
1822,Jeremy Lee,41161.97,2025-01-28
1823,Heidi Watkins,94703.99,2025-02-04
1824,Mrs. Margaret Wallace,139320.24,2025-09-02
1825,Michael Adams,104176.17,2024-11-29
1826,Grant Stanley,38011.44,2024-10-13
1827,Brandon Zimmerman,72933.05,2025-03-14
1828,Christopher Rodriguez,95763.46,2024-11-01
1829,Shannon Alvarez,57763.17,2025-05-20
1830,Kathy Thomas,71104.43,2025-02-06
1831,Andrew Smith,82217.48,2024-12-23
1832,Timothy Coleman,58716.19,2024-10-13
1833,Kyle Anderson,136727.17,2025-07-25
1834,Wesley Robinson,61546.69,2024-10-21
1835,Christopher Garcia,124427.88,2025-06-13
1836,Erika Rivera,138030.29,2025-02-16
1837,Katie Clark,132994.33,2025-08-27
1838,Sara Edwards,85038.45,2025-06-23
1839,Robert Anthony,30537.54,2024-12-22
1840,Traci Thomas,139900.73,2025-04-19
1841,Tara Terry,94498.7,2025-08-20
1842,Elizabeth Ramos,116179.76,2025-04-20
1843,Patricia Hart,91954.57,2025-08-01
1844,David Perez,52782.38,2024-11-16
1845,Pamela Little,38705.18,2025-07-03
1846,Dr. Audrey Williams,73220.66,2025-01-29
1847,Mike Walter,61934.74,2025-09-06
1848,Daniel Thomas,42411.17,2025-01-08
1849,Alexander Preston,118085.72,2025-03-03
1850,Jamie Calderon,62896.51,2025-06-03
1851,Victor Adams,37577.2,2025-05-19
1852,Matthew Martinez,83240.15,2025-07-31
1853,Sydney Hall,96801.8,2025-03-31
1854,Adam Hubbard,107245.93,2025-02-17
1855,John Fitzpatrick,105057.41,2025-05-03
1856,Stephen Lopez,38751.85,2025-06-15
1857,Jake Goodman,83274.11,2024-12-04
1858,Kathy Smith,148351.74,2025-03-23
1859,James Cantu,32404.79,2025-07-02
1860,Tabitha Rogers MD,86346.29,2025-02-05
1861,Amanda Wong,59523.89,2025-04-10
1862,Marco Kelly,53902.51,2025-04-06
1863,Catherine Martin DVM,124620.52,2025-08-05
1864,Jason Garcia,117661.0,2025-08-09
1865,Nicole Deleon,56580.07,2025-04-08
1866,Susan Hernandez,128423.25,2024-11-13
1867,Jordan Guzman,74221.08,2025-03-29
1868,Alicia Bell,40638.92,2025-01-26
1869,Nancy Ramirez,123384.52,2025-01-01
1870,Jeffrey Hernandez,99415.34,2024-10-25
1871,Gregory Carr,66606.24,2025-06-23
1872,Jamie Spears,127928.03,2025-02-27
1873,Matthew Gates,130608.88,2024-11-21
1874,Edwin Lutz,144402.36,2025-01-28
1875,Tracey West,146322.25,2025-04-17
1876,Morgan Castillo,105570.28,2025-08-31
1877,Carol Cook,97369.91,2025-03-25
1878,Thomas Avila,41478.7,2024-12-19
1879,Jennifer Ryan,102451.89,2025-05-08
1880,Jamie Stewart,133598.85,2025-09-01
1881,Jacob Hall,104909.01,2025-03-25
1882,Leroy Morgan,124506.55,2025-07-09
1883,Kaylee Drake MD,140112.91,2024-11-11
1884,Melissa Bradford,84941.14,2025-06-26
1885,Joseph Welch,64855.98,2024-12-07
1886,Janet Evans,91980.23,2025-08-01
1887,Shannon Roach,51642.43,2025-08-05
1888,Patricia Little,142718.26,2025-09-20
1889,Terry Johnson,114047.11,2025-05-04
1890,Austin Mcdonald,43165.01,2024-11-04
1891,Cody Hanson,68520.74,2025-01-06
1892,Natasha Cruz,53338.04,2025-02-28
1893,Lisa Davis,38930.6,2025-04-09
1894,Leonard Wang,139418.05,2024-10-27
1895,Leah Carroll,120527.33,2025-03-13
1896,Peter Martin,87026.42,2025-07-13
1897,Randy Peterson,50782.27,2025-05-06
1898,Robert Alvarez Jr.,98980.83,2025-01-06
1899,Taylor Short,94903.48,2024-12-11
1900,Tonya Carroll,109453.56,2024-12-11
1901,April Watson,121249.52,2024-11-06
1902,James Hardy,121302.65,2025-10-05
1903,Jessica Johnson,92021.84,2024-12-16
1904,Russell Howard,66241.63,2025-06-26
1905,Michelle Cooper,59657.74,2025-06-27
1906,Leslie Reynolds,44552.7,2025-01-01
1907,Alan Williams,92336.59,2024-10-18
1908,Jonathan Martinez,47589.54,2025-04-22
1909,Jeffrey Lawson,67669.68,2025-09-18
1910,Suzanne Hill,143241.17,2025-07-10
1911,Lori Hunt,67428.72,2025-05-02
1912,Mathew Smith,122933.03,2025-08-03
1913,Ashley Wright,110787.91,2025-05-26
1914,Brenda Smith,131246.97,2025-02-28
1915,Joseph Peterson,72812.61,2025-09-21
1916,Jennifer Clay,71689.69,2025-09-06
1917,Mark Davis,41444.45,2024-10-24
1918,Marissa Patton,97889.17,2025-09-20
1919,Jonathan Rodriguez,141989.02,2024-10-31
1920,Lauren Stephens,49784.76,2025-02-09
1921,Lori Castillo,97725.58,2025-03-30
1922,Heather Williams,59364.32,2025-02-01
1923,Jennifer Hopkins,82555.64,2025-10-06
1924,Jessica Little,84432.77,2025-04-28
1925,Kevin Knight,99100.65,2025-05-24
1926,Kristin Tran,137847.53,2025-08-06
1927,Joshua Hodges DDS,139522.79,2025-07-05
1928,Stephanie Wagner,100654.96,2025-05-07
1929,Julie Hughes,68168.24,2024-12-11
1930,Carolyn Ruiz,71319.84,2025-04-10
1931,Valerie Hicks,86900.5,2024-12-26
1932,Christie Garcia,126861.94,2025-07-06
1933,Robert Rollins,88919.68,2024-12-17
1934,Daniel Gentry,117315.04,2025-01-10
1935,Rebecca Smith,40683.52,2025-09-06
1936,Cynthia Smith,56334.46,2025-06-15
1937,Anthony Leonard,143576.8,2025-08-17
1938,Brandon Griffin,97063.37,2024-12-29
1939,Roberto Williams,79745.2,2024-12-13
1940,Sarah Fox,97952.97,2025-03-24
1941,Hannah Smith,63889.92,2025-04-26
1942,Kari Cervantes,117181.93,2024-10-14
1943,Michael Riley,86727.09,2025-05-12
1944,Valerie Potter,41235.23,2024-11-30
1945,Gary Wade,129720.95,2024-10-18
1946,David Grimes,76706.41,2025-02-03
1947,Kimberly Hansen,54949.63,2025-08-10
1948,Katrina Dunn,48229.34,2025-05-22
1949,William Graham,62110.76,2025-07-18
1950,Christine Davis,136979.49,2024-10-15
1951,Jennifer Reyes,83691.51,2025-01-06
1952,Nicole Hale,85727.2,2025-03-26
1953,Carl Lawrence,108416.53,2025-02-21
1954,Sarah Good,129224.02,2025-01-25
1955,Thomas Russo,100197.39,2025-10-02
1956,Jill Johnson,95263.54,2025-03-20
1957,Michael Rojas,117633.07,2024-11-11
1958,Wendy Sparks,72277.37,2025-06-07
1959,Benjamin Carpenter,38637.24,2025-02-13
1960,Brent Gross,148602.99,2025-04-16
1961,Michael Medina,41231.17,2025-05-12
1962,Kristy Lewis,120490.99,2025-08-03
1963,Calvin Drake,85993.52,2025-09-07
1964,Jennifer Ingram,91218.5,2025-10-02
1965,Brian Coleman,79855.6,2025-03-28
1966,George Holland,81309.84,2024-12-20
1967,Amanda Decker,45656.45,2025-08-28
1968,Patricia Thompson,37429.32,2025-06-24
1969,Christopher Rosales,59520.42,2025-03-22
1970,Shelly Fry,123294.08,2025-04-19
1971,Alexander Nielsen,124569.3,2025-03-17
1972,Nicole Poole,112187.39,2025-09-23
1973,Katie Carter,128346.95,2025-05-28
1974,Savannah Thornton,124895.15,2025-03-08
1975,Samuel Love,127408.01,2025-09-24
1976,Ronnie Baker,86442.55,2025-07-12
1977,Michael Benson,104665.93,2025-06-06
1978,Kathryn Lindsey,91670.85,2025-08-15
1979,Jeffrey Jensen,62252.95,2025-09-27
1980,Julie Simon,113173.65,2025-10-03
1981,Brian Taylor,145025.15,2025-06-05
1982,Andrew Frank,146450.08,2025-05-30
1983,Stacy Holden,100386.32,2025-10-08
1984,Ronald Simon,123776.81,2025-05-15
1985,Mallory Yang,111083.85,2025-04-11
1986,Manuel Gardner,132098.09,2025-10-04
1987,Tina Harris,117577.87,2025-10-02
1988,Joshua Hayes,104283.33,2025-07-21
1989,Angelica Willis,144685.85,2024-11-24
1990,Veronica Mason,109540.2,2025-07-10
1991,Tammy Smith,64426.9,2025-09-02
1992,Alicia Rogers,64611.24,2024-12-27
1993,Benjamin Leonard,148734.99,2025-03-06
1994,Caitlin Nunez,96302.62,2025-07-29
1995,Sara Parker,66694.72,2025-03-12
1996,Donna Booth,77908.69,2025-07-16
1997,Craig Williams,118192.99,2024-11-15
1998,Debra Johnson,35257.41,2025-05-26
1999,Jordan Johnston,57985.26,2025-03-22
2000,Matthew Dunn,73862.97,2025-05-20
2001,Jonathan Robles,137765.58,2024-12-14
2002,Jennifer Clark,98016.28,2025-07-30
2003,Lindsey Flores,135489.64,2025-09-11
2004,Melissa Smith,95998.06,2024-12-11
2005,Cheryl Chavez,32670.72,2025-09-25
2006,John Carter,41589.68,2025-03-15
2007,Glenn Phillips DVM,53232.86,2025-06-04
2008,Dr. Theodore Brown,61973.34,2024-12-21
2009,Matthew Carlson,116697.32,2025-02-21
2010,Brooke Scott,139251.21,2025-05-29
2011,Lonnie Rodriguez,95819.51,2025-01-08
2012,Renee Wilkerson,63762.78,2025-02-15
2013,Stephen Hall,143107.26,2025-10-01
2014,Rhonda Arnold,85384.33,2024-10-29
2015,Edward Casey,93525.26,2025-07-14
2016,Gabrielle Hernandez,76847.54,2025-09-04
2017,Rebecca Jones,88868.72,2025-09-12
2018,Alex Edwards,89626.68,2025-02-11
2019,Donald Brown,101259.52,2025-08-30
2020,Beth Jones,125341.27,2025-03-23
2021,Jennifer White,110492.6,2025-04-12
2022,Melissa Johnson,44050.46,2025-04-13
2023,Maureen Foster,122675.27,2025-04-04
2024,Tiffany Hogan,79393.69,2024-11-05
2025,Matthew Brown,40574.64,2025-07-03
2026,Connie Gilbert,122911.67,2025-07-03
2027,Cynthia Green,136108.76,2025-04-27
2028,Caroline Zavala,82642.69,2025-08-13
2029,Matthew Gomez,119856.74,2025-02-02
2030,Anthony Murray,49913.62,2025-10-02
2031,William Rodriguez,126138.02,2025-07-07
2032,Virginia Figueroa,101963.07,2025-07-26
2033,Kimberly Young,65780.32,2024-10-13
2034,Patrick Malone,50129.04,2025-06-14
2035,Martin Walker,141137.38,2025-06-03
2036,James Stewart,47153.08,2025-01-06
2037,Reginald Jones,92056.79,2024-12-27
2038,Christopher Reese,129385.33,2024-12-20
2039,Jordan Mitchell,60308.34,2025-01-03
2040,Vincent Carlson,34208.52,2025-04-29
2041,Billy Fritz,121244.63,2025-06-26
2042,Derek Deleon,81052.37,2025-10-10
2043,Thomas Phillips,142582.6,2025-04-22
2044,Brian Hughes,147226.61,2025-02-04
2045,Vanessa Gonzalez,140531.42,2025-01-24
2046,Jeffery Johnson,115148.56,2025-04-03
2047,John Joseph,146612.44,2025-05-05
2048,Joel Harrell,148011.8,2025-07-17
2049,Jimmy Bishop,106266.98,2025-08-29
2050,Mr. James Small,100275.64,2025-01-23
2051,Melissa Levine,79334.24,2024-11-05
2052,Justin Snyder,39001.44,2025-04-23
2053,Karen Gutierrez,89526.15,2025-09-27
2054,Danielle Shaw,90890.65,2025-02-15
2055,Jennifer Ford,125212.52,2025-03-14
2056,Lindsay Ellis,138119.28,2025-01-08
2057,Douglas Skinner,58454.58,2025-04-17
2058,William Johnson,149679.35,2024-10-21
2059,Jennifer Simmons,31133.36,2025-04-13
2060,Randy Miller,123459.21,2025-03-15
2061,Mrs. Ashley Reilly,117208.93,2025-05-15
2062,Charles Alvarez,134007.78,2024-11-02
2063,Tracy Owens,39053.2,2025-08-28
