empid,name,salary,salary_date
2736,Jacob Santiago,36257.93,2025-09-02
2737,Tina Howard,53523.31,2025-06-03
2738,Kristine Kelly,132223.97,2024-12-03
2739,Rachel Medina,38009.15,2025-07-28
2740,Kimberly Humphrey,130541.74,2024-12-06
2741,Laurie Powell,92780.76,2025-07-08
2742,William Coleman PhD,86403.9,2025-09-01
2743,Stephen Martin,137559.86,2025-04-19
2744,Dustin Estrada,113262.76,2024-10-14
2745,Sierra Fischer,35372.7,2025-02-25
2746,Mark Diaz,56535.54,2025-04-04
2747,Nancy Hamilton,55779.19,2025-07-20
2748,Timothy Li,50535.25,2025-06-06
2749,Andrea Green,116761.24,2025-02-06
2750,Eric Hebert,142737.59,2024-12-14
2751,George Deleon,98586.57,2025-08-27
2752,John Cobb,68615.09,2025-03-14
2753,Amy Simpson,96529.97,2024-11-17
2754,Kathy Chan,106548.5,2025-07-09
2755,Jose Smith,146713.76,2024-12-12
2756,Rebecca Wall,81164.72,2025-09-07
2757,Alexander Wyatt,60390.58,2025-02-11
2758,Barbara Molina,72277.55,2024-12-03
2759,Jessica Carroll,128060.72,2024-11-04
2760,Frank Wagner,125066.1,2025-07-26
2761,Deborah Patrick,89464.14,2025-09-26
2762,Megan Jones,130561.42,2025-04-27
2763,Pamela Stewart,115906.36,2024-11-10
2764,Amy Edwards,93810.96,2025-04-26
2765,Jeremy Williams,43351.41,2025-06-12
2766,Bethany Harris,118494.34,2025-03-11
2767,Brittney Perry,62541.87,2025-05-13
2768,Neil Kelley,129324.41,2025-01-15
2769,Darlene Moss,84205.65,2025-05-05
2770,David Green,125832.91,2025-01-30
2771,Mark Fowler,43463.78,2025-04-06
2772,Thomas Thompson,45469.11,2025-05-19
2773,Rhonda Moore,49571.9,2025-03-19
2774,Cynthia West,40161.52,2025-02-26
2775,Arthur Jones,112558.96,2025-04-17
2776,Jerry Lee,139909.02,2025-03-26
2777,Clayton Hart,33975.98,2025-10-10
2778,Natalie Perez,99150.4,2024-11-09
2779,Joseph Lopez,34886.23,2025-02-01
2780,Marie Miller,73932.94,2025-07-26
2781,Jennifer Flores,42345.94,2025-07-04
2782,James Miller,38948.02,2025-01-07
2783,Jeffrey Johnson,42711.97,2025-07-30
2784,Jessica Hamilton,30308.44,2025-05-27
2785,Zachary Sullivan,70378.6,2025-01-07
2786,Sean Whitehead,38613.58,2025-03-14
2787,Tim Carpenter,36458.21,2025-05-11
2788,Daniel Kline,37253.97,2025-08-30
2789,Richard Wall,68297.49,2025-05-11
2790,Becky Rice,100685.33,2025-04-16
2791,Valerie Williams,118017.81,2024-12-21
2792,Matthew Mercer,74578.97,2025-03-06
2793,Lisa Curtis,87521.94,2025-08-26
2794,Anthony Johnson,43517.05,2025-09-08
2795,Joseph Wilcox,113825.36,2025-08-24
2796,Amanda Coffey MD,54341.89,2025-06-16
2797,Stephanie Barnes,77439.66,2025-02-27
2798,Dale Black,148796.83,2024-11-03
2799,Judy King,100799.86,2024-10-29
2800,Katrina Shields,65109.65,2025-10-07
2801,John Sandoval,66938.25,2025-05-30
2802,Stephanie Phelps,61418.63,2025-07-06
2803,Aaron Potter,59344.1,2024-11-28
2804,Thomas Scott,99726.41,2025-07-21
2805,Dr. Linda Tucker PhD,70559.7,2025-08-13
2806,Dylan Fowler,119161.68,2025-02-24
2807,Michael Ross,61463.14,2025-07-26
2808,Melissa Harris,54806.34,2024-10-19
2809,Mark Reeves,70966.08,2024-12-01
2810,Terri Bowers,137693.95,2025-07-18
2811,Kathleen Robinson,42989.08,2025-05-09
2812,Carrie Tanner,142480.78,2024-12-07
2813,Lori Montgomery,96639.92,2025-06-25
2814,David Harris,54810.73,2024-11-23
2815,Cynthia Ramos,91599.08,2025-08-25
2816,David Johnson,81774.16,2025-04-15
2817,Kathleen Cooper,96167.58,2025-08-12
2818,Daniel Robinson,67782.27,2025-10-09
2819,Ernest Salazar,30554.29,2025-03-19
2820,Charles Harris,112077.09,2025-06-12
2821,Andrew Jackson,32382.61,2025-09-05
2822,Elizabeth Sanders,59667.22,2025-10-07
2823,Brian Knox,67795.61,2025-07-13
2824,Isabella Carter,76830.93,2025-05-17
2825,Dr. Melanie Williams,123086.83,2025-08-07
2826,Lindsey Collins,61067.44,2025-10-05
2827,Daniel Carter,96023.43,2025-08-04
2828,Shannon Brown,84713.34,2024-11-23
2829,Antonio Lawson,93663.73,2025-02-16
2830,Tina Gibbs,58032.64,2024-11-12
2831,Lindsey Ochoa,53513.22,2024-11-02
2832,Lee Ray,68183.62,2025-05-23
2833,Kara Singleton,60829.61,2025-06-13
2834,Carl Ellis,58453.54,2024-11-17
2835,Summer Mcfarland,90926.9,2024-11-11
2836,Brian Little,136795.62,2025-04-12
2837,James Stephenson,75730.14,2025-03-27
2838,Tyler Aguirre,90316.94,2025-03-25
2839,James Smith,48466.66,2025-05-14
2840,Craig Stone,70115.49,2025-07-09
2841,Robert Nicholson,84164.42,2024-11-21
2842,Joshua Anderson,104903.46,2025-04-13
2843,John Meza,149617.16,2024-12-17
2844,Thomas Woodward,45026.87,2025-06-19
2845,Peter Brown,63615.56,2024-11-23
2846,Alexandra Garcia,58698.08,2024-12-23
2847,Cheryl Baker,55587.2,2024-11-28
2848,Alicia Palmer,83101.71,2025-03-09
2849,Lorraine Moon,44677.79,2025-05-03
2850,Candace Gray,30886.39,2025-02-21
2851,William Lamb,78105.54,2025-02-07
2852,Jason Le,95962.01,2025-08-05
2853,Michael Escobar,113246.2,2025-05-30
2854,Tyler French,39153.35,2024-11-06
2855,John Smith,51133.92,2025-02-07
2856,Ashlee White,66981.37,2025-08-22
2857,Melissa Reid,69488.64,2025-07-25
2858,Erik Roman,64728.95,2025-05-05
2859,Kerry Waller,107519.55,2025-08-21
2860,Adam Leon,81999.17,2025-01-06
2861,James Guerrero,139374.79,2025-04-08
2862,Brandi Martin,131576.07,2024-11-13
2863,Joseph Lozano,141122.12,2024-12-12
2864,Tara Huber,109973.92,2025-06-06
2865,Jacqueline Wilson MD,140998.88,2025-09-18
2866,Christopher Ward,83936.25,2024-11-28
2867,Kristen Keith,130488.35,2025-06-16
2868,Jose Jones,51162.14,2024-11-24
2869,Natasha Guerrero,116740.95,2025-04-04
2870,Linda Williams,30412.55,2025-01-08
2871,Tiffany Mejia,101873.1,2024-10-26
2872,Gregory Smith,35582.45,2025-04-09
2873,David Smith,98418.11,2025-01-24
2874,Jeanette Green,144303.96,2025-03-30
2875,Breanna Kirby,132005.3,2025-05-27
2876,Erin Hunter,109805.92,2025-01-30
2877,Dakota Schneider,99979.01,2025-09-20
2878,Austin Guerrero,93788.68,2025-07-29
2879,Jennifer Arroyo,127732.03,2025-05-12
2880,Erika Davis,77930.95,2024-11-05
2881,Alison Mitchell,114190.13,2025-07-15
2882,Lisa Rodriguez,70480.95,2024-10-25
2883,Sarah Johnson,31904.01,2025-06-29
2884,Brian Pearson,137904.61,2025-04-09
2885,Felicia Fox,44509.98,2025-03-11
2886,Jennifer Smith,37308.03,2024-12-30
2887,Angel Ward,131948.37,2024-12-23
2888,Megan Rodriguez,95783.84,2025-02-03
2889,Gary Aguilar,93746.1,2025-03-01
2890,Amanda Brown,32980.3,2024-12-22
2891,Kimberly Torres,45125.28,2025-01-03
2892,Karen Murillo,93508.05,2024-12-06
2893,Austin Sanders,72043.35,2025-06-05
2894,Laurie Colon,91941.51,2025-07-31
2895,Charles Olsen,145409.62,2025-08-07
2896,Matthew Hull,113787.78,2024-11-02
2897,Christina Krause,99482.38,2025-03-06
2898,Bobby Jimenez,125889.13,2025-01-27
2899,Christopher Donovan,80786.68,2024-11-20
2900,Kevin Jackson,74390.22,2024-10-12
2901,Lindsey Morgan,125294.84,2025-08-24
2902,Emily Moran,58133.81,2025-04-29
2903,Angela Murphy,48133.51,2025-08-04
2904,Sarah Hernandez,69457.46,2024-11-17
2905,Jennifer Landry,77921.23,2025-04-12
2906,Michael Kelly DDS,68897.4,2025-06-09
2907,Susan Cross,52876.05,2025-07-16
2908,Richard Williams,102158.26,2025-09-03
2909,Dustin Rowe,124891.29,2025-05-07
2910,Taylor Simpson,77395.38,2025-06-10
2911,Ashley Chen,145873.57,2025-07-20
2912,Timothy Edwards,51966.04,2025-01-02
2913,Timothy Stewart,30045.54,2025-02-13
2914,Michelle King,73654.59,2025-02-23
2915,Micheal Williams,98337.2,2025-04-25
2916,Betty Mooney,142150.15,2025-05-21
2917,Douglas Walker,51474.57,2025-10-10
2918,Karen Mclaughlin,50681.25,2025-01-14
2919,Mark Mcmahon,36836.23,2025-09-28
2920,Michelle Washington,107712.73,2025-07-05
2921,Hannah Little,125130.8,2025-06-09
2922,Frank Neal,61967.04,2025-08-28
2923,Carla Howard,75499.74,2024-11-23
2924,Lorraine Hall,31281.42,2025-01-27
2925,Dr. Rhonda Miller,127244.52,2025-08-21
2926,Thomas Roberts,149373.99,2025-02-28
2927,Angela Black,63783.13,2025-08-10
2928,Samantha Hernandez,118436.16,2025-09-17
2929,Gina Salazar,69509.57,2024-12-27
2930,Barry Brown,75280.9,2024-10-19
2931,Jeremy Winters,50720.12,2025-06-04
2932,Bryan Byrd,95518.49,2025-05-23
2933,Gregory Payne,73428.01,2025-05-19
2934,Adam Woods,127521.6,2025-02-02
2935,Daniel Moreno,82680.55,2025-06-04
2936,Joseph Taylor,68605.45,2025-03-29
2937,Julie Trujillo,52724.76,2025-03-01
2938,Laura Walters,101806.57,2025-09-05
2939,Katherine Trevino,64861.37,2024-11-23
2940,Joshua Peters,148908.71,2025-09-08
2941,Michael Wood,149428.83,2024-12-08
2942,Kimberly Reyes,139580.46,2024-11-10
2943,Carrie Harris,128488.25,2024-12-12
2944,Eileen Hale,52679.06,2025-06-24
2945,Dawn Johnson,118503.62,2025-07-13
2946,William Beard,52411.87,2024-12-30
2947,Julie Gomez,113360.47,2025-01-26
2948,Edward Campbell,105943.47,2025-08-11
2949,Christine Diaz,125995.12,2025-04-09
2950,Brent Miller,74617.78,2025-10-04
2951,Nicholas Leonard,98229.42,2025-08-05
2952,Alexander Rodriguez,34837.62,2024-11-22
2953,David Yates,69826.68,2025-09-01
2954,Breanna Brown,80738.64,2025-06-17
2955,Eric Yoder,121643.71,2025-09-02
2956,Sarah Cox,78142.58,2025-07-27
2957,Shelby West,49928.41,2025-07-23
2958,Lisa Webb,130923.51,2025-09-18
2959,Daniel Moran,104732.46,2025-08-17
2960,Amanda Small,116486.67,2025-10-09
2961,Allen Kelley,44363.68,2025-06-25
2962,Lorraine Garcia,41558.2,2025-01-21
2963,Christopher Martinez,148826.61,2025-07-23
2964,Eric Navarro,110913.08,2025-03-05
2965,Juan Schneider,94804.76,2025-01-14
2966,Theresa Owen,110738.46,2025-04-28
2967,Amanda Shaw,105390.35,2024-11-12
2968,Brandon Cobb,99317.48,2024-11-23
2969,Thomas Salazar,125616.69,2025-08-30
2970,Brittany Wilson,133433.01,2025-09-28
2971,Jermaine Morrison,124516.46,2025-08-06
2972,Mark Walker,134743.46,2024-11-27
2973,Pamela Smith,101201.76,2025-03-02
2974,Jennifer Ponce,110623.61,2025-02-20
2975,Lindsey Hickman,134208.9,2025-03-08
2976,Kim Wyatt,40257.31,2025-01-23
2977,William Ward,126812.37,2025-04-15
2978,Mike Armstrong,82863.74,2025-07-02
2979,Melanie Tucker,41699.12,2025-07-16
2980,Jennifer Brown,135749.67,2025-04-22
2981,Thomas Delgado,70234.74,2025-09-29
2982,Jacob Navarro,132231.12,2025-01-22
2983,Crystal Russell,118527.95,2025-08-22
2984,Matthew Frazier,74846.39,2025-06-23
2985,Chad Farmer,142000.1,2025-05-28
2986,Trevor Kelly,42272.66,2024-12-30
2987,Angela Bailey,124466.97,2024-12-27
2988,Tasha Fletcher,145032.83,2025-03-10
2989,Cynthia Reese,87735.41,2025-03-18
2990,Paul Fitzpatrick,108849.64,2025-01-09
2991,Jasmine Lewis,116179.13,2025-02-18
2992,Philip Gonzales,109645.02,2025-01-06
2993,Brandon Ross,123455.09,2024-11-25
2994,Teresa Conner,57991.19,2025-09-23
2995,Frederick Brandt,122962.87,2025-01-21
2996,Elizabeth Johnson,35540.2,2025-10-11
2997,Dustin Taylor,62762.07,2025-01-28
2998,Craig Carlson,62803.38,2025-04-16
2999,Kyle Soto,66226.02,2025-03-10
3000,Justin Roberts,109517.62,2024-10-21
3001,Ricky Trevino,50688.14,2025-03-26
3002,Devin Castaneda,88962.99,2025-02-07
3003,Amber Lopez,92132.4,2025-10-05
3004,Richard Glenn,137376.82,2025-03-24
3005,Kimberly Schultz,123464.73,2024-11-08
3006,Gregory Calhoun,101435.12,2025-03-25
3007,Melissa Swanson,115151.07,2025-01-04
3008,Robert Martin,134641.44,2025-08-04
3009,Debbie Harmon,75317.67,2025-01-30
3010,Mark Anderson,60099.25,2025-09-03
3011,Melissa Washington,135149.19,2024-11-29
3012,Kimberly Thompson DVM,118114.46,2025-01-11
3013,Nicholas Aguilar,47883.34,2025-07-11
3014,Keith Hill,85918.6,2025-02-26
3015,Andrew Marsh,85797.73,2025-06-06
3016,Michael Douglas,136978.95,2025-02-12
3017,Benjamin Jimenez,55576.62,2025-09-08
3018,Joanna Thompson,92718.56,2025-02-01
3019,Anthony Hudson,121794.79,2025-09-05
3020,Dustin Williams,128748.6,2024-11-25
3021,John Meadows,56555.53,2025-01-28
3022,Valerie Allen,104471.87,2025-01-23
3023,Karen Baker,115126.34,2024-12-05
3024,Heather Boyer,58764.6,2025-08-12
3025,Zachary Mccormick,99582.94,2025-08-09
3026,Isaiah Le,106770.78,2025-04-15
3027,Jerry Everett,126642.87,2025-09-13
3028,Traci Little,72565.36,2025-08-07
3029,Angela Welch,107469.31,2024-11-25
3030,Jennifer Anderson,59208.28,2025-05-24
3031,Scott Riddle,45547.07,2025-03-16
3032,Benjamin Smith,146527.95,2024-12-26
3033,Mrs. Sharon Fields DDS,101940.21,2025-07-05
3034,Denise Burke,140988.81,2025-05-15
3035,Christina Hernandez,103550.9,2025-03-15
3036,Brenda Hernandez,104743.69,2025-08-31
3037,Jeanette Wheeler,66717.13,2024-11-14
3038,Stacy Roberson,50004.44,2025-03-27
3039,Devin Nelson,147008.92,2025-03-13
3040,Gary Brown,123357.45,2025-06-29
3041,Kathy Jordan,86882.85,2025-02-09
3042,Ryan Gray,110738.45,2024-12-14
3043,Glen Wang,138853.83,2025-06-26
3044,Michael Pena,44738.48,2024-12-15
3045,Jerry Alexander,89691.91,2024-12-29
3046,Anthony Clark,129867.3,2025-01-02
3047,Rebecca Olson,118908.66,2025-05-01
3048,Scott Jackson,31077.71,2025-06-10
3049,Tony Duncan,55365.69,2025-06-30
3050,Mary Sullivan,78056.21,2024-11-02
3051,Rebecca Farmer,85350.28,2025-07-10
3052,Christopher Anderson,119600.49,2025-02-10
3053,Ann Johnson,139913.52,2025-09-18
3054,Matthew Reed,80943.67,2024-11-16
3055,Jennifer Rodriguez,41008.04,2025-03-27
3056,Tracy Moore,89509.67,2025-10-01
3057,Sandra Dillon,98371.84,2025-08-09
3058,Carolyn Mitchell,86282.66,2024-11-26
3059,Christopher Walters,130509.38,2025-04-22
3060,John Wang,88663.49,2025-10-07
3061,Cynthia Marsh,126923.94,2025-10-11
3062,Samantha Stout,83512.98,2025-03-26
3063,Crystal Poole,124132.17,2025-01-10
3064,Blake Santos,60172.74,2025-08-13
3065,Becky Neal,41488.89,2025-06-28
3066,Destiny Meyer,127025.93,2025-05-04
3067,Paula Mason,108897.42,2025-08-29
3068,Mr. Jason Horton III,42192.39,2024-11-11
3069,Jessica Anderson,67152.32,2024-10-23
3070,William Anderson,68952.56,2024-11-12
3071,Jamie Reeves,146449.1,2025-08-17
3072,Martin Carr,39157.46,2025-08-19
3073,Amanda Lopez,62198.39,2025-04-19
3074,Mary Martinez,67602.49,2024-10-22
3075,John Rivera,103250.75,2025-04-16
3076,Amy Miller,67230.0,2024-10-14
3077,Amanda Simmons,62757.26,2025-05-03
3078,Andrew Green,76506.1,2025-07-16
3079,Benjamin Wilson,52796.83,2025-03-28
3080,Matthew Smith,54409.36,2024-12-03
3081,James Anderson,96668.59,2024-11-04
3082,Stephen Garcia,58739.0,2024-10-23
3083,Janet Taylor,77329.63,2025-01-27
3084,Gabriel Miller,102899.83,2025-02-06
3085,Anna Bush,35826.77,2025-07-28
3086,Allison Hayes,112936.36,2025-05-23
3087,Thomas Brooks,101112.17,2025-02-28
3088,Walter Long,93981.05,2025-03-27
3089,Mr. Jesus Raymond DVM,83452.03,2025-01-23
3090,Sheri Boyer,89979.95,2025-06-12
3091,Lacey Horn,92314.46,2025-07-14
3092,William Graves,119024.45,2025-04-06
3093,Mike Morris,69977.77,2025-02-11
3094,Jason Velazquez,57320.93,2025-04-26
3095,Matthew Russell,57066.59,2025-10-07
3096,Richard Rios,104449.27,2025-10-08
3097,Lucas Simmons,73059.31,2025-01-17
3098,Lisa Taylor,53364.8,2025-08-22
3099,Edward Jenkins,60740.94,2025-08-05
3100,Samantha Miller,55201.99,2024-12-01
3101,Darrell Garcia,47763.89,2025-09-12
3102,Lisa Johns,131555.62,2025-09-30
3103,Matthew Rangel MD,140235.06,2025-08-19
3104,Richard Clark,86065.37,2025-08-05
3105,Richard Lopez,97861.13,2025-02-15
3106,Curtis Rodriguez,142729.47,2024-10-23
3107,Amanda Goodman,78693.31,2025-10-02
3108,Michael Peters,70392.86,2025-01-19
3109,Regina Brown,36191.31,2025-03-03
3110,Sean Bright,32997.58,2025-03-11
3111,Julie Moreno,119309.77,2025-08-15
3112,Steven Hart,58179.64,2024-10-26
3113,Megan Park,54898.46,2025-10-08
3114,Wendy Johnson,44484.44,2025-02-11
3115,Jon Solis,134532.47,2025-05-16
3116,Leslie Pacheco,106212.88,2025-07-02
3117,Brandon Moreno,41504.49,2025-04-01
3118,Susan Morales,56710.3,2025-08-23
3119,Mrs. Erica Mccullough,145764.21,2025-02-07
3120,Edwin Jimenez,53625.96,2025-07-21
3121,Jonathan Hines,85813.59,2025-09-08
3122,Kathryn Blankenship,35662.93,2025-05-03
3123,Sharon Martinez,52373.49,2024-10-20
3124,John Lindsey,70481.37,2025-01-30
3125,Kyle Santana,114367.22,2025-03-25
3126,William Smith,93314.87,2024-10-30
3127,Glenn Andrews,116650.08,2024-12-02
3128,Edward Miller,44637.28,2025-04-07
3129,Erica Curtis,138783.07,2025-06-30
3130,David Stevenson,94938.24,2025-06-29
3131,Stephanie Roberson,71508.15,2025-05-09
3132,Kyle Mason,55316.53,2025-06-26
3133,Thomas Paul,96947.33,2025-03-10
3134,Brittany Sanchez,137945.76,2025-07-28
3135,Justin Chambers,62012.02,2025-06-08
3136,Rachel Gordon,108967.23,2025-08-04
3137,David Clark,67712.37,2025-04-14
3138,James Lambert,82483.1,2025-10-12
3139,Marilyn Burns,132969.75,2025-06-21
3140,Steve Johnson,98256.2,2025-05-18
3141,Alisha Robinson,103004.03,2025-09-14
3142,Joshua Lopez,87272.47,2025-08-16
3143,Timothy Sanders,113283.87,2024-10-25
3144,Cindy Castillo,50710.75,2025-03-16
3145,Samantha Turner,43840.3,2025-02-20
3146,George Davis,133457.82,2025-10-10
3147,Melissa Olsen,83230.56,2025-04-26
3148,James Fitzgerald,58431.72,2025-09-30
3149,Mrs. Carol Graham MD,46376.92,2025-03-21
3150,Stephanie Mora,101188.68,2025-09-11
3151,Tyler Perez,134031.94,2025-07-04
3152,Chad Martin,32176.55,2025-01-13
3153,Rachel Wilkins,143977.69,2025-09-17
3154,Michael Jones,113671.45,2025-02-21
3155,Tiffany Sanchez,38924.64,2025-10-07
3156,Gregory Case,78046.54,2024-12-12
3157,Joshua Huber,91614.85,2025-07-11
3158,Joseph White,136126.92,2025-02-12
3159,Madison Hawkins,143402.52,2025-06-01
3160,Blake Crawford,60259.56,2024-11-30
3161,Eric Shaw,114166.42,2024-11-05
3162,Elijah Miller,135756.16,2025-09-30
3163,Jennifer Gray,76073.89,2025-05-30
3164,William Jenkins,66427.12,2024-12-18
3165,Deanna Hall,70578.37,2024-11-16
3166,David Meyer,110094.94,2025-08-05
3167,Kelly Fox,72662.52,2025-07-16
3168,Teresa Humphrey,80054.12,2025-02-12
3169,Ruth Pearson,144546.28,2025-07-19
3170,Rebecca Patterson,146212.78,2025-07-21
3171,Marcus Avery,149220.49,2025-06-30
3172,Maria Hahn,46573.1,2025-07-26
3173,Kristina Pham,84061.55,2025-01-24
3174,Nicholas Wilson,124309.51,2024-11-05
3175,Sandra Walker,49475.28,2025-01-11
3176,Vincent Perez,139797.95,2025-06-16
3177,Aaron Chang,88971.94,2025-05-23
3178,Alan Kim,118926.84,2024-12-04
3179,Daniel Martin,92221.24,2025-01-24
3180,Teresa Jackson,55866.9,2024-12-21
3181,Anna Mclean,144828.08,2025-05-08
3182,Kelly Carey,101240.41,2025-01-25
3183,Karen Miller,37463.12,2025-07-06
3184,Julia Ibarra,62620.11,2025-05-29
3185,Jack Foster,117874.96,2025-10-09
3186,William Guzman,87838.67,2025-01-20
3187,Joel Cooper,53515.8,2025-02-25
3188,Charles Torres,78277.52,2025-08-23
3189,Craig Allen,104930.99,2025-05-22
3190,Michele Todd,88008.9,2025-02-02
3191,Lauren Davidson,65804.82,2025-05-12
3192,Joyce Robinson,47437.23,2025-03-03
3193,Ryan Maldonado,62899.67,2024-12-21
3194,Lisa Espinoza,40905.04,2025-03-31
3195,Michael Richard,36567.17,2025-03-04
3196,Richard Davis,67843.51,2025-04-25
3197,Michael Clements,123143.9,2025-03-17
3198,Laura Garcia,109920.46,2025-07-06
3199,Nicole Wilson,132227.01,2025-02-05
3200,Anthony Daniel,48901.95,2025-03-08
3201,Hannah Dunn,69829.14,2025-10-10
3202,Natalie Blankenship,101185.46,2025-07-03
3203,Melinda Sanchez,103918.26,2025-01-09
3204,Katie Hart,81743.86,2024-12-10
3205,Sarah Lee,121890.85,2025-10-02
3206,Laura Murray,135551.81,2025-02-25
3207,David Peters,93145.03,2025-05-22
3208,Nicholas Santos,148834.27,2025-07-25
3209,Gregory Rogers,53428.35,2025-04-17
3210,Michele Austin,54019.75,2025-08-24
3211,Ashley Dunn,114673.34,2025-05-27
3212,Cristian Wong,96205.39,2025-01-07
3213,Bethany Merritt,95054.94,2024-11-06
3214,Mark Williams,114420.81,2025-04-09
3215,Hannah Benson,126156.59,2025-08-31
3216,Dominique Wallace,33812.28,2025-02-19
3217,Tracy Tucker,124736.86,2025-05-04
3218,Daniel Williams,61925.69,2024-12-03
3219,Michelle Payne,30577.08,2024-12-30
3220,Tara Ramos,103900.86,2025-08-23
3221,Alicia Griffin,52620.35,2024-12-17
3222,Julie Hernandez,77026.21,2025-09-03
3223,Victoria Lester,74881.23,2025-01-14
3224,Richard Bradley,58237.16,2024-12-11
3225,Dominic Scott,45322.11,2025-10-07
3226,James Johnson,107562.72,2024-10-25
3227,Matthew Baker,89781.95,2025-03-06
3228,Keith Cain,91044.8,2025-02-25
3229,Linda Baker,71826.04,2025-05-21
3230,Tyler Wiley,50758.57,2025-08-29
3231,Janet Smith,113597.64,2025-03-18
3232,Michael Young,85686.11,2025-07-12
3233,Bradley Howard,36451.91,2024-12-07
3234,Lynn Taylor,128346.5,2025-06-10
3235,Dustin Watson,81792.85,2025-06-14
3236,Gregg Figueroa,129572.73,2025-04-14
3237,Christopher Mueller,59875.96,2025-05-17
3238,Jeffrey Lewis Jr.,43401.16,2025-03-25
3239,Patrick Mahoney,106775.01,2025-06-12
3240,Ashley Williams,116457.76,2024-10-23
3241,Kevin Rodriguez,139864.84,2025-05-24
3242,Jake Patterson,109258.67,2025-08-07
3243,Thomas Murray,44351.36,2025-02-19
3244,Amanda Bennett,70235.41,2025-04-08
3245,Katherine Terrell,61523.92,2025-02-26
3246,Courtney Griffith,71232.98,2024-10-31
3247,Veronica Aguirre,69921.96,2025-01-11
3248,Natasha Walker,67103.29,2025-08-30
3249,Meghan Jones,135707.97,2025-09-21
3250,Daniel Randolph,137292.07,2025-06-14
3251,Laura Chase,145267.45,2024-12-30
3252,Vickie Terrell,64003.05,2024-11-17
3253,Anita King,38707.51,2024-11-11
3254,Donald Kim,69886.29,2025-08-07
3255,Logan Hamilton,75192.03,2025-05-17
3256,Joshua Vega,58917.36,2024-10-25
3257,Mr. Nicholas Bailey MD,36557.88,2025-07-12
3258,Karina Jordan,47871.9,2025-03-08
3259,Patrick Salinas,66070.01,2025-06-16
3260,Michael Miller,93178.11,2025-04-05
3261,Robert Thompson,53043.4,2024-11-14
3262,Eric Lee,59020.72,2025-05-19
3263,Alicia Lam,64724.73,2025-05-11
3264,Ashley Grimes,94603.83,2025-06-18
3265,Shawn Wallace,90326.12,2024-12-23
3266,Alex Dodson,58070.15,2024-10-25
3267,Madeline Lawson,34364.12,2025-06-09
3268,Jeremiah Taylor,55841.14,2025-02-21
3269,Francisco Woods,131568.07,2025-03-27
3270,Audrey May,145847.04,2025-07-26
3271,Joseph Nichols,84510.65,2025-07-06
3272,Dawn Mills,79651.66,2025-09-22
3273,Amber Clark,133023.05,2025-09-28
3274,Anna Caldwell,66021.6,2025-02-03
3275,Emily Robinson,55317.01,2025-07-11
3276,Robert Sanders,93768.92,2025-09-01
3277,Timothy Gray,47595.67,2025-01-07
3278,Roberta Perez,84056.87,2025-04-22
3279,Alison Lee,31459.05,2024-12-09
3280,Robert Butler,114795.1,2025-04-02
3281,Lauren Wells,63884.9,2025-09-16
3282,Lauren Lopez,51008.05,2025-05-26
3283,Alice Romero,44033.13,2024-12-19
3284,Suzanne Hawkins,34131.87,2024-11-04
3285,Sean Schultz,71696.16,2025-09-28
3286,Alexander Doyle,99362.92,2025-02-20
3287,Christopher Graham,64255.97,2025-07-04
3288,Courtney Young,65893.29,2024-12-19
3289,Brooke Hernandez,65713.11,2025-04-30
3290,David Thompson,55792.84,2024-12-03
3291,Richard Martinez,91779.92,2024-12-29
3292,Jennifer Williams,31298.48,2024-10-12
3293,Jeremy Mcgee,142760.42,2025-02-11
3294,Shelby Hancock,32089.34,2025-06-26
3295,Brenda Martinez,74717.71,2024-11-22
3296,Matthew Chapman,64477.29,2025-03-21
3297,Heather Harrison,122173.82,2025-08-11
3298,Brett Miller,78216.96,2025-08-04
3299,Mr. Mason Garrett,105409.28,2024-12-09
3300,Lisa Torres,71075.25,2025-02-07
3301,Shelby Wilson,62321.75,2025-06-03
3302,Kevin Holland,56047.86,2024-12-19
3303,David Simmons,48724.05,2025-01-12
3304,Jesus Brown,131387.65,2025-03-24
3305,Mr. Daniel Sanchez,85812.13,2025-07-16
3306,Alan Gilbert,86790.56,2025-04-07
3307,Frank Hernandez IV,95687.65,2025-08-21
3308,Joseph Chan,51244.2,2025-07-09
3309,Linda Jones,129619.43,2024-10-30
3310,Sabrina Butler,56628.91,2025-01-27
3311,Zachary Thomas,79767.65,2025-04-05
3312,Dillon Yu,137356.28,2025-01-23
3313,Mark Fields,50058.86,2025-05-28
3314,Michael Moore,55001.49,2025-05-19
3315,Abigail Benson,66635.7,2025-09-17
3316,Elizabeth Alvarez,50675.26,2025-04-22
3317,Richard Skinner,65295.9,2025-03-06
3318,Christopher Caldwell,148285.45,2024-11-26
3319,Jesse Harvey,128669.16,2025-03-17
3320,Christopher Choi,52182.74,2024-11-15
3321,Megan Ball,84560.66,2025-06-16
3322,Robin Conner,33206.24,2025-08-28
3323,William Johnson,117188.71,2025-09-10
3324,Jeffrey Clark,49656.45,2025-02-09
3325,Stephanie Hernandez,127822.64,2025-06-19
3326,Lynn Wilson,41757.41,2025-09-18
3327,Nancy Williams,147666.57,2025-01-01
3328,Robyn Medina,112724.7,2025-02-05
3329,Brent Watson,72769.27,2024-12-10
3330,Jenna Morrison,108205.66,2024-10-20
3331,Shawn Williamson,97521.92,2025-06-23
3332,Lori Pena,84400.04,2024-10-27
3333,Steven Green,61586.71,2025-05-06
